n-plet	method	O-information	alpha	beta
Z_syn-Z_red-X1-X2	NPEET	6.9102494568965485	0.01	0.3
Z_syn-Z_red-X1-X2	THOI	3.3049211502075195	0.01	0.3
Z_syn-Z_red-X1-X2	GCMI	5.27753573344277	0.01	0.4
Z_syn-Z_red-X1-X2	NPEET	7.044937323817614	0.01	0.4
Z_syn-Z_red-X1-X2	THOI	3.657926416397095	0.01	0.4
Z_syn-Z_red-X1-X2	GCMI	5.63097865856868	0.01	0.5
Z_syn-Z_red-X1-X2	NPEET	7.152403018662987	0.01	0.5
Z_syn-Z_red-X1-X2	THOI	3.9025330781936645	0.01	0.5
Z_syn-Z_red-X1-X2	GCMI	5.951662954699252	0.01	0.6
Z_syn-Z_red-X1-X2	NPEET	7.247976104332149	0.01	0.6
Z_syn-Z_red-X1-X2	THOI	4.1249738216400145	0.01	0.6
Z_syn-Z_red-X1-X2	GCMI	6.213645056542612	0.01	0.7
Z_syn-Z_red-X1-X2	NPEET	7.31850012956217	0.01	0.7
Z_syn-Z_red-X1-X2	THOI	4.307316637039184	0.01	0.7
Z_syn-Z_red-X1-X2	GCMI	6.477637770863916	0.01	0.8
Z_syn-Z_red-X1-X2	NPEET	7.378793364839064	0.01	0.8
Z_syn-Z_red-X1-X2	THOI	4.4866454124450685	0.01	0.8
Z_syn-Z_red-X1-X2	GCMI	6.622088846885836	0.01	0.9
Z_syn-Z_red-X1-X2	NPEET	7.444902472697777	0.01	0.9
Z_syn-Z_red-X1-X2	THOI	4.588749122619629	0.01	0.9
Z_syn-Z_red-X1-X2	GCMI	6.67087804636031	0.01	0.91
Z_syn-Z_red-X1-X2	NPEET	7.443880119609247	0.01	0.91
Z_syn-Z_red-X1-X2	THOI	4.623750877380371	0.01	0.91
Z_syn-Z_red-X1-X2	GCMI	6.664419088113661	0.01	0.92
Z_syn-Z_red-X1-X2	NPEET	7.450481988394287	0.01	0.92
Z_syn-Z_red-X1-X2	THOI	4.619924545288086	0.01	0.92
Z_syn-Z_red-X1-X2	GCMI	6.687552973358194	0.01	0.93
Z_syn-Z_red-X1-X2	NPEET	7.470804869420533	0.01	0.93
Z_syn-Z_red-X1-X2	THOI	4.635571575164795	0.01	0.93
Z_syn-Z_red-X1-X2	GCMI	6.680564878202778	0.01	0.94
Z_syn-Z_red-X1-X2	NPEET	7.456544685893904	0.01	0.94
Z_syn-Z_red-X1-X2	THOI	4.6288495540618895	0.01	0.94
Z_syn-Z_red-X1-X2	GCMI	6.70266088514087	0.01	0.95
Z_syn-Z_red-X1-X2	NPEET	7.458670912179754	0.01	0.95
Z_syn-Z_red-X1-X2	THOI	4.642635250091553	0.01	0.95
Z_syn-Z_red-X1-X2	GCMI	6.721009064108273	0.01	0.96
Z_syn-Z_red-X1-X2	NPEET	7.475358823948666	0.01	0.96
Z_syn-Z_red-X1-X2	THOI	4.6607612609863285	0.01	0.96
Z_syn-Z_red-X1-X2	GCMI	6.734828201527451	0.01	0.97
Z_syn-Z_red-X1-X2	NPEET	7.478799284949913	0.01	0.97
Z_syn-Z_red-X1-X2	THOI	4.663977861404419	0.01	0.97
Z_syn-Z_red-X1-X2	GCMI	6.788508481875394	0.01	0.98
Z_syn-Z_red-X1-X2	NPEET	7.484187560318178	0.01	0.98
Z_syn-Z_red-X1-X2	THOI	4.707701730728149	0.01	0.98
Z_syn-Z_red-X1-X2	GCMI	6.77967113256881	0.01	0.99
Z_syn-Z_red-X1-X2	NPEET	7.487668612839568	0.01	0.99
Z_syn-Z_red-X1-X2	THOI	4.696929931640625	0.01	0.99
Z_syn-Z_red-X1-X2	GCMI	6.773103868695071	0.01	1.0
Z_syn-Z_red-X1-X2	NPEET	7.4919350740882305	0.01	1.0
Z_syn-Z_red-X1-X2	THOI	4.695298099517823	0.01	1.0
Z_syn-Z_red-X1-X2	GCMI	-0.44853909618631943	0.02	0.01
Z_syn-Z_red-X1-X2	NPEET	4.825929683102079	0.02	0.01
Z_syn-Z_red-X1-X2	THOI	-0.3109038949012756	0.02	0.01
Z_syn-Z_red-X1-X2	GCMI	-0.14053890486802806	0.02	0.02
Z_syn-Z_red-X1-X2	NPEET	4.736976024930215	0.02	0.02
Z_syn-Z_red-X1-X2	THOI	-0.09741507768630982	0.02	0.02
Z_syn-Z_red-X1-X2	GCMI	0.26877129933970323	0.02	0.03
Z_syn-Z_red-X1-X2	NPEET	4.821601116315718	0.02	0.03
Z_syn-Z_red-X1-X2	THOI	0.18629541397094726	0.02	0.03
Z_syn-Z_red-X1-X2	GCMI	0.6335015708541285	0.02	0.04
Z_syn-Z_red-X1-X2	NPEET	4.935533999904831	0.02	0.04
Z_syn-Z_red-X1-X2	THOI	0.4391088247299194	0.02	0.04
Z_syn-Z_red-X1-X2	GCMI	0.9476955522729504	0.02	0.05
Z_syn-Z_red-X1-X2	NPEET	5.011145766821746	0.02	0.05
Z_syn-Z_red-X1-X2	THOI	0.6568863391876221	0.02	0.05
Z_syn-Z_red-X1-X2	GCMI	1.1840157206428596	0.02	0.06
Z_syn-Z_red-X1-X2	NPEET	5.087697879396982	0.02	0.06
Z_syn-Z_red-X1-X2	THOI	0.8206966638565063	0.02	0.06
Z_syn-Z_red-X1-X2	GCMI	1.4167888758002196	0.02	0.07
Z_syn-Z_red-X1-X2	NPEET	5.162415752005889	0.02	0.07
Z_syn-Z_red-X1-X2	THOI	0.982038927078247	0.02	0.07
Z_syn-Z_red-X1-X2	GCMI	1.614748095977264	0.02	0.08
Z_syn-Z_red-X1-X2	NPEET	5.226158742037423	0.02	0.08
Z_syn-Z_red-X1-X2	THOI	1.1192447900772096	0.02	0.08
Z_syn-Z_red-X1-X2	GCMI	1.7870641679563526	0.02	0.09
Z_syn-Z_red-X1-X2	NPEET	5.276674954971729	0.02	0.09
Z_syn-Z_red-X1-X2	THOI	1.238699746131897	0.02	0.09
Z_syn-Z_red-X1-X2	GCMI	1.9208131103302049	0.02	0.1
Z_syn-Z_red-X1-X2	NPEET	5.320435308495961	0.02	0.1
Z_syn-Z_red-X1-X2	THOI	1.3314181327819825	0.02	0.1
Z_syn-Z_red-X1-X2	GCMI	2.991373365059289	0.02	0.2
Z_syn-Z_red-X1-X2	NPEET	5.6626205843513295	0.02	0.2
Z_syn-Z_red-X1-X2	THOI	2.073441910743713	0.02	0.2
Z_syn-Z_red-X1-X2	GCMI	3.659801864466157	0.02	0.3
Z_syn-Z_red-X1-X2	NPEET	5.860515171822072	0.02	0.3
Z_syn-Z_red-X1-X2	THOI	2.5366079807281494	0.02	0.3
Z_syn-Z_red-X1-X2	GCMI	4.113282686898958	0.02	0.4
Z_syn-Z_red-X1-X2	NPEET	6.0065605357977265	0.02	0.4
Z_syn-Z_red-X1-X2	THOI	2.851088786125183	0.02	0.4
Z_syn-Z_red-X1-X2	GCMI	4.466741726305623	0.02	0.5
Z_syn-Z_red-X1-X2	NPEET	6.116192597842889	0.02	0.5
Z_syn-Z_red-X1-X2	THOI	3.0956968784332277	0.02	0.5
Z_syn-Z_red-X1-X2	GCMI	4.766005074255006	0.02	0.6
Z_syn-Z_red-X1-X2	NPEET	6.213933723416002	0.02	0.6
Z_syn-Z_red-X1-X2	THOI	3.30227153301239	0.02	0.6
Z_syn-Z_red-X1-X2	GCMI	5.021189596802453	0.02	0.7
Z_syn-Z_red-X1-X2	NPEET	6.296456261492931	0.02	0.7
Z_syn-Z_red-X1-X2	THOI	3.479696011543274	0.02	0.7
Z_syn-Z_red-X1-X2	GCMI	5.277881824303901	0.02	0.8
Z_syn-Z_red-X1-X2	NPEET	6.359310071183231	0.02	0.8
Z_syn-Z_red-X1-X2	THOI	3.657852125167847	0.02	0.8
Z_syn-Z_red-X1-X2	GCMI	5.449943821375082	0.02	0.9
Z_syn-Z_red-X1-X2	NPEET	6.412086944353689	0.02	0.9
Z_syn-Z_red-X1-X2	THOI	3.7782034397125246	0.02	0.9
Z_syn-Z_red-X1-X2	GCMI	5.480589939365505	0.02	0.91
Z_syn-Z_red-X1-X2	NPEET	6.41631842676122	0.02	0.91
Z_syn-Z_red-X1-X2	THOI	3.7982178926467896	0.02	0.91
Z_syn-Z_red-X1-X2	GCMI	5.467972015276289	0.02	0.92
Z_syn-Z_red-X1-X2	NPEET	6.4200749208350985	0.02	0.92
Z_syn-Z_red-X1-X2	THOI	3.7897324323654176	0.02	0.92
Z_syn-Z_red-X1-X2	GCMI	5.521066516293715	0.02	0.93
Z_syn-Z_red-X1-X2	NPEET	6.42992184957267	0.02	0.93
Z_syn-Z_red-X1-X2	THOI	3.8266162157058714	0.02	0.93
Z_syn-Z_red-X1-X2	GCMI	5.530343271192897	0.02	0.94
Z_syn-Z_red-X1-X2	NPEET	6.42916106739875	0.02	0.94
Z_syn-Z_red-X1-X2	THOI	3.8321949243545532	0.02	0.94
Z_syn-Z_red-X1-X2	GCMI	5.571478743971539	0.02	0.95
Z_syn-Z_red-X1-X2	NPEET	6.442241701792227	0.02	0.95
Z_syn-Z_red-X1-X2	THOI	3.861053490638733	0.02	0.95
Z_syn-Z_red-X1-X2	GCMI	5.5592108255122925	0.02	0.96
Z_syn-Z_red-X1-X2	NPEET	6.44019661217619	0.02	0.96
Z_syn-Z_red-X1-X2	THOI	3.8527852058410645	0.02	0.96
Z_syn-Z_red-X1-X2	GCMI	5.57930656150143	0.02	0.97
Z_syn-Z_red-X1-X2	NPEET	6.4557955469156365	0.02	0.97
Z_syn-Z_red-X1-X2	THOI	3.8667444467544554	0.02	0.97
Z_syn-Z_red-X1-X2	GCMI	5.611123167416607	0.02	0.98
Z_syn-Z_red-X1-X2	NPEET	6.444877346327163	0.02	0.98
Z_syn-Z_red-X1-X2	THOI	3.887916898727417	0.02	0.98
Z_syn-Z_red-X1-X2	GCMI	5.618887714945588	0.02	0.99
Z_syn-Z_red-X1-X2	NPEET	6.4639159246062405	0.02	0.99
Z_syn-Z_red-X1-X2	THOI	3.8940732002258303	0.02	0.99
Z_syn-Z_red-X1-X2	GCMI	5.621352475308283	0.02	1.0
Z_syn-Z_red-X1-X2	NPEET	6.470474113413272	0.02	1.0
Z_syn-Z_red-X1-X2	THOI	3.896266317367554	0.02	1.0
Z_syn-Z_red-X1-X2	GCMI	-0.3774389380116513	0.03	0.01
Z_syn-Z_red-X1-X2	NPEET	4.6322452009219806	0.03	0.01
Z_syn-Z_red-X1-X2	THOI	-0.26162080764770507	0.03	0.01
Z_syn-Z_red-X1-X2	GCMI	-0.40286798298233206	0.03	0.02
Z_syn-Z_red-X1-X2	NPEET	4.333559786718804	0.03	0.02
Z_syn-Z_red-X1-X2	THOI	-0.2792470932006836	0.03	0.02
Z_syn-Z_red-X1-X2	GCMI	-0.14957263734237047	0.03	0.03
Z_syn-Z_red-X1-X2	NPEET	4.311247446547306	0.03	0.03
Z_syn-Z_red-X1-X2	THOI	-0.10367546081542969	0.03	0.03
Z_syn-Z_red-X1-X2	GCMI	0.1390038883921017	0.03	0.04
Z_syn-Z_red-X1-X2	NPEET	4.376767160978569	0.03	0.04
Z_syn-Z_red-X1-X2	THOI	0.09634828567504883	0.03	0.04
Z_syn-Z_red-X1-X2	GCMI	0.3982847210263968	0.03	0.05
Z_syn-Z_red-X1-X2	NPEET	4.433977880319835	0.03	0.05
Z_syn-Z_red-X1-X2	THOI	0.27607021331787107	0.03	0.05
Z_syn-Z_red-X1-X2	GCMI	0.6347434491641384	0.03	0.06
Z_syn-Z_red-X1-X2	NPEET	4.508925041442658	0.03	0.06
Z_syn-Z_red-X1-X2	THOI	0.43996601104736327	0.03	0.06
Z_syn-Z_red-X1-X2	GCMI	0.8403383097355057	0.03	0.07
Z_syn-Z_red-X1-X2	NPEET	4.565106060606475	0.03	0.07
Z_syn-Z_red-X1-X2	THOI	0.5824740171432495	0.03	0.07
Z_syn-Z_red-X1-X2	GCMI	1.0176743596543676	0.03	0.08
Z_syn-Z_red-X1-X2	NPEET	4.616427875359326	0.03	0.08
Z_syn-Z_red-X1-X2	THOI	0.7053974390029907	0.03	0.08
Z_syn-Z_red-X1-X2	GCMI	1.1815879246971226	0.03	0.09
Z_syn-Z_red-X1-X2	NPEET	4.674260591612792	0.03	0.09
Z_syn-Z_red-X1-X2	THOI	0.8190039157867431	0.03	0.09
Z_syn-Z_red-X1-X2	GCMI	1.3423421065211572	0.03	0.1
Z_syn-Z_red-X1-X2	NPEET	4.722734148599521	0.03	0.1
Z_syn-Z_red-X1-X2	THOI	0.9304474353790283	0.03	0.1
Z_syn-Z_red-X1-X2	GCMI	2.374422161798866	0.03	0.2
Z_syn-Z_red-X1-X2	NPEET	5.051781317346905	0.03	0.2
Z_syn-Z_red-X1-X2	THOI	1.645789885520935	0.03	0.2
Z_syn-Z_red-X1-X2	GCMI	2.9963350896454353	0.03	0.3
Z_syn-Z_red-X1-X2	NPEET	5.24958735524812	0.03	0.3
Z_syn-Z_red-X1-X2	THOI	2.076873779296875	0.03	0.3
Z_syn-Z_red-X1-X2	GCMI	3.445805423426448	0.03	0.4
Z_syn-Z_red-X1-X2	NPEET	5.3983464378893675	0.03	0.4
Z_syn-Z_red-X1-X2	THOI	2.3884276390075683	0.03	0.4
Z_syn-Z_red-X1-X2	GCMI	3.8028442704368834	0.03	0.5
Z_syn-Z_red-X1-X2	NPEET	5.497067706547888	0.03	0.5
Z_syn-Z_red-X1-X2	THOI	2.6359399557113647	0.03	0.5
Z_syn-Z_red-X1-X2	GCMI	4.1093153764611525	0.03	0.6
Z_syn-Z_red-X1-X2	NPEET	5.598175874624134	0.03	0.6
Z_syn-Z_red-X1-X2	THOI	2.8483405828475954	0.03	0.6
Z_syn-Z_red-X1-X2	GCMI	4.351941780421891	0.03	0.7
Z_syn-Z_red-X1-X2	NPEET	5.669249029193422	0.03	0.7
Z_syn-Z_red-X1-X2	THOI	3.016331362724304	0.03	0.7
Z_syn-Z_red-X1-X2	GCMI	4.581639372356668	0.03	0.8
Z_syn-Z_red-X1-X2	NPEET	5.745279390190363	0.03	0.8
Z_syn-Z_red-X1-X2	THOI	3.1753200769424437	0.03	0.8
Z_syn-Z_red-X1-X2	GCMI	4.770174262795166	0.03	0.9
Z_syn-Z_red-X1-X2	NPEET	5.808149811867587	0.03	0.9
Z_syn-Z_red-X1-X2	THOI	3.3062954902648927	0.03	0.9
Z_syn-Z_red-X1-X2	GCMI	4.793474807940022	0.03	0.91
Z_syn-Z_red-X1-X2	NPEET	5.813242636744241	0.03	0.91
Z_syn-Z_red-X1-X2	THOI	3.32230658531189	0.03	0.91
Z_syn-Z_red-X1-X2	GCMI	4.80044552529725	0.03	0.92
Z_syn-Z_red-X1-X2	NPEET	5.818659106010363	0.03	0.92
Z_syn-Z_red-X1-X2	THOI	3.327040433883667	0.03	0.92
Z_syn-Z_red-X1-X2	GCMI	4.820941359992071	0.03	0.93
Z_syn-Z_red-X1-X2	NPEET	5.823160340939229	0.03	0.93
Z_syn-Z_red-X1-X2	THOI	3.341117000579834	0.03	0.93
Z_syn-Z_red-X1-X2	GCMI	4.834544052151559	0.03	0.94
Z_syn-Z_red-X1-X2	NPEET	5.819288370309782	0.03	0.94
Z_syn-Z_red-X1-X2	THOI	3.351076340675354	0.03	0.94
Z_syn-Z_red-X1-X2	GCMI	4.862181008673014	0.03	0.95
Z_syn-Z_red-X1-X2	NPEET	5.83262037359737	0.03	0.95
Z_syn-Z_red-X1-X2	THOI	3.369668459892273	0.03	0.95
Z_syn-Z_red-X1-X2	GCMI	4.8807280142706615	0.03	0.96
Z_syn-Z_red-X1-X2	NPEET	5.8351237288887745	0.03	0.96
Z_syn-Z_red-X1-X2	THOI	3.3828896045684815	0.03	0.96
Z_syn-Z_red-X1-X2	GCMI	4.925348583530511	0.03	0.97
Z_syn-Z_red-X1-X2	NPEET	5.847611907137836	0.03	0.97
Z_syn-Z_red-X1-X2	THOI	3.4138031721115114	0.03	0.97
Z_syn-Z_red-X1-X2	GCMI	4.899864956785671	0.03	0.98
Z_syn-Z_red-X1-X2	NPEET	5.848052415409339	0.03	0.98
Z_syn-Z_red-X1-X2	THOI	3.396304225921631	0.03	0.98
Z_syn-Z_red-X1-X2	GCMI	4.936209509513575	0.03	0.99
Z_syn-Z_red-X1-X2	NPEET	5.851392932905567	0.03	0.99
Z_syn-Z_red-X1-X2	THOI	3.421124720573425	0.03	0.99
Z_syn-Z_red-X1-X2	GCMI	4.9444136020341976	0.03	1.0
Z_syn-Z_red-X1-X2	NPEET	5.857733927844091	0.03	1.0
Z_syn-Z_red-X1-X2	THOI	3.4276734352111817	0.03	1.0
Z_syn-Z_red-X1-X2	GCMI	-0.3141115632561916	0.04	0.01
Z_syn-Z_red-X1-X2	NPEET	4.538212552297921	0.04	0.01
Z_syn-Z_red-X1-X2	THOI	-0.21772581338882446	0.04	0.01
Z_syn-Z_red-X1-X2	GCMI	-0.4578322675368384	0.04	0.02
Z_syn-Z_red-X1-X2	NPEET	4.11936604062313	0.04	0.02
Z_syn-Z_red-X1-X2	THOI	-0.31734566688537597	0.04	0.02
Z_syn-Z_red-X1-X2	GCMI	-0.35635704461669027	0.04	0.03
Z_syn-Z_red-X1-X2	NPEET	4.005830913532263	0.04	0.03
Z_syn-Z_red-X1-X2	THOI	-0.24700833559036256	0.04	0.03
Z_syn-Z_red-X1-X2	GCMI	-0.1369779768410921	0.04	0.04
Z_syn-Z_red-X1-X2	NPEET	4.031102120681639	0.04	0.04
Z_syn-Z_red-X1-X2	THOI	-0.09494621753692627	0.04	0.04
Z_syn-Z_red-X1-X2	GCMI	0.06223976973271683	0.04	0.05
Z_syn-Z_red-X1-X2	NPEET	4.05691793974345	0.04	0.05
Z_syn-Z_red-X1-X2	THOI	0.04313991069793701	0.04	0.05
Z_syn-Z_red-X1-X2	GCMI	0.2739528463245246	0.04	0.06
Z_syn-Z_red-X1-X2	NPEET	4.108374820712883	0.04	0.06
Z_syn-Z_red-X1-X2	THOI	0.18988804817199706	0.04	0.06
Z_syn-Z_red-X1-X2	GCMI	0.45308456489774096	0.04	0.07
Z_syn-Z_red-X1-X2	NPEET	4.163095907607285	0.04	0.07
Z_syn-Z_red-X1-X2	THOI	0.31405014991760255	0.04	0.07
Z_syn-Z_red-X1-X2	GCMI	0.6344216999645818	0.04	0.08
Z_syn-Z_red-X1-X2	NPEET	4.218042078675451	0.04	0.08
Z_syn-Z_red-X1-X2	THOI	0.4397477865219116	0.04	0.08
Z_syn-Z_red-X1-X2	GCMI	0.7963835372254235	0.04	0.09
Z_syn-Z_red-X1-X2	NPEET	4.24868561930643	0.04	0.09
Z_syn-Z_red-X1-X2	THOI	0.5520088911056519	0.04	0.09
Z_syn-Z_red-X1-X2	GCMI	0.9414961558878853	0.04	0.1
Z_syn-Z_red-X1-X2	NPEET	4.3067720892295975	0.04	0.1
Z_syn-Z_red-X1-X2	THOI	0.6525888919830323	0.04	0.1
Z_syn-Z_red-X1-X2	GCMI	1.9303608930940381	0.04	0.2
Z_syn-Z_red-X1-X2	NPEET	4.6136642220392705	0.04	0.2
Z_syn-Z_red-X1-X2	THOI	1.3379943370819092	0.04	0.2
Z_syn-Z_red-X1-X2	GCMI	2.5486297690239463	0.04	0.3
Z_syn-Z_red-X1-X2	NPEET	4.826744425003329	0.04	0.3
Z_syn-Z_red-X1-X2	THOI	1.7665338039398193	0.04	0.3
Z_syn-Z_red-X1-X2	GCMI	2.998222767955638	0.04	0.4
Z_syn-Z_red-X1-X2	NPEET	4.954483654026269	0.04	0.4
Z_syn-Z_red-X1-X2	THOI	2.0781299591064455	0.04	0.4
Z_syn-Z_red-X1-X2	GCMI	3.3376545217746623	0.04	0.5
Z_syn-Z_red-X1-X2	NPEET	5.067761950445384	0.04	0.5
Z_syn-Z_red-X1-X2	THOI	2.3134038925170897	0.04	0.5
Z_syn-Z_red-X1-X2	GCMI	3.627402018932739	0.04	0.6
Z_syn-Z_red-X1-X2	NPEET	5.1692497958122114	0.04	0.6
Z_syn-Z_red-X1-X2	THOI	2.5144293546676635	0.04	0.6
Z_syn-Z_red-X1-X2	GCMI	3.885695561574103	0.04	0.7
Z_syn-Z_red-X1-X2	NPEET	5.233954441149204	0.04	0.7
Z_syn-Z_red-X1-X2	THOI	2.693208909034729	0.04	0.7
Z_syn-Z_red-X1-X2	GCMI	4.095600043013231	0.04	0.8
Z_syn-Z_red-X1-X2	NPEET	5.311114932258381	0.04	0.8
Z_syn-Z_red-X1-X2	THOI	2.8385775566101072	0.04	0.8
Z_syn-Z_red-X1-X2	GCMI	4.3176519102768625	0.04	0.9
Z_syn-Z_red-X1-X2	NPEET	5.358484295912519	0.04	0.9
Z_syn-Z_red-X1-X2	THOI	2.9928012609481813	0.04	0.9
Z_syn-Z_red-X1-X2	GCMI	4.315537087612515	0.04	0.91
Z_syn-Z_red-X1-X2	NPEET	5.365216698147795	0.04	0.91
Z_syn-Z_red-X1-X2	THOI	2.99146945476532	0.04	0.91
Z_syn-Z_red-X1-X2	GCMI	4.335647139806129	0.04	0.92
Z_syn-Z_red-X1-X2	NPEET	5.382133724455166	0.04	0.92
Z_syn-Z_red-X1-X2	THOI	3.005197834968567	0.04	0.92
Z_syn-Z_red-X1-X2	GCMI	4.350133613768518	0.04	0.93
Z_syn-Z_red-X1-X2	NPEET	5.375167540419474	0.04	0.93
Z_syn-Z_red-X1-X2	THOI	3.0152040481567384	0.04	0.93
Z_syn-Z_red-X1-X2	GCMI	4.343045095614923	0.04	0.94
Z_syn-Z_red-X1-X2	NPEET	5.382604027609262	0.04	0.94
Z_syn-Z_red-X1-X2	THOI	3.0103941679000856	0.04	0.94
Z_syn-Z_red-X1-X2	GCMI	4.387864247619183	0.04	0.95
Z_syn-Z_red-X1-X2	NPEET	5.3993227899731435	0.04	0.95
Z_syn-Z_red-X1-X2	THOI	3.0412431955337524	0.04	0.95
Z_syn-Z_red-X1-X2	GCMI	4.4111357982480435	0.04	0.96
Z_syn-Z_red-X1-X2	NPEET	5.406882151586213	0.04	0.96
Z_syn-Z_red-X1-X2	THOI	3.0576260805130007	0.04	0.96
Z_syn-Z_red-X1-X2	GCMI	4.4167989640869525	0.04	0.97
Z_syn-Z_red-X1-X2	NPEET	5.4071587692980305	0.04	0.97
Z_syn-Z_red-X1-X2	THOI	3.0614660501480104	0.04	0.97
Z_syn-Z_red-X1-X2	GCMI	4.435367663299811	0.04	0.98
Z_syn-Z_red-X1-X2	NPEET	5.412806048710113	0.04	0.98
Z_syn-Z_red-X1-X2	THOI	3.074658250808716	0.04	0.98
Z_syn-Z_red-X1-X2	GCMI	4.448794558183114	0.04	0.99
Z_syn-Z_red-X1-X2	NPEET	5.425289544546713	0.04	0.99
Z_syn-Z_red-X1-X2	THOI	3.0837952852249146	0.04	0.99
Z_syn-Z_red-X1-X2	GCMI	4.481879533642625	0.04	1.0
Z_syn-Z_red-X1-X2	NPEET	5.445501900776103	0.04	1.0
Z_syn-Z_red-X1-X2	THOI	3.106847810745239	0.04	1.0
Z_syn-Z_red-X1-X2	GCMI	-0.2832322631353475	0.05	0.01
Z_syn-Z_red-X1-X2	NPEET	4.471210700053006	0.05	0.01
Z_syn-Z_red-X1-X2	THOI	-0.19632208347320557	0.05	0.01
Z_syn-Z_red-X1-X2	GCMI	-0.43130090303723767	0.05	0.02
Z_syn-Z_red-X1-X2	NPEET	3.9948952443872927	0.05	0.02
Z_syn-Z_red-X1-X2	THOI	-0.298955500125885	0.05	0.02
Z_syn-Z_red-X1-X2	GCMI	-0.42740033917804493	0.05	0.03
Z_syn-Z_red-X1-X2	NPEET	3.827799339525982	0.05	0.03
Z_syn-Z_red-X1-X2	THOI	-0.2962517499923706	0.05	0.03
Z_syn-Z_red-X1-X2	GCMI	-0.32568757769482465	0.05	0.04
Z_syn-Z_red-X1-X2	NPEET	3.7798624922069757	0.05	0.04
Z_syn-Z_red-X1-X2	THOI	-0.22575020790100098	0.05	0.04
Z_syn-Z_red-X1-X2	GCMI	-0.13818402450754882	0.05	0.05
Z_syn-Z_red-X1-X2	NPEET	3.795018222877155	0.05	0.05
Z_syn-Z_red-X1-X2	THOI	-0.09578385353088378	0.05	0.05
Z_syn-Z_red-X1-X2	GCMI	0.03587158745159029	0.05	0.06
Z_syn-Z_red-X1-X2	NPEET	3.829187437283874	0.05	0.06
Z_syn-Z_red-X1-X2	THOI	0.024863147735595705	0.05	0.06
Z_syn-Z_red-X1-X2	GCMI	0.20080847805190868	0.05	0.07
Z_syn-Z_red-X1-X2	NPEET	3.8637405925888295	0.05	0.07
Z_syn-Z_red-X1-X2	THOI	0.1391879916191101	0.05	0.07
Z_syn-Z_red-X1-X2	GCMI	0.351688560693965	0.05	0.08
Z_syn-Z_red-X1-X2	NPEET	3.902711686759286	0.05	0.08
Z_syn-Z_red-X1-X2	THOI	0.2437732458114624	0.05	0.08
Z_syn-Z_red-X1-X2	GCMI	0.4873031084134493	0.05	0.09
Z_syn-Z_red-X1-X2	NPEET	3.9400471292248263	0.05	0.09
Z_syn-Z_red-X1-X2	THOI	0.33776881694793703	0.05	0.09
Z_syn-Z_red-X1-X2	GCMI	0.6367482943981855	0.05	0.1
Z_syn-Z_red-X1-X2	NPEET	3.9856566885927096	0.05	0.1
