n-plet	method	O-information	alpha	beta
X1-X2-Z_syn	NPEET	0.6634135112043057	0.01	0.4
X1-X2-Z_syn	THOI	0.00011875629425048829	0.01	0.4
X1-X2-Z_syn-Z_red	GCMI	3.154232078328945	0.01	0.4
X1-X2-Z_syn-Z_red	NPEET	6.5625125145846415	0.01	0.4
X1-X2-Z_syn-Z_red	THOI	2.186408448219299	0.01	0.4
X1-X2-Z_red	GCMI	6.145687068242205	0.01	0.5
X1-X2-Z_red	NPEET	5.411004149394458	0.01	0.5
X1-X2-Z_red	THOI	4.259890365600586	0.01	0.5
X1-X2-Z_syn	GCMI	1.5372577449344893e-05	0.01	0.5
X1-X2-Z_syn	NPEET	0.7787146955694908	0.01	0.5
X1-X2-Z_syn	THOI	3.697872161865234e-05	0.01	0.5
X1-X2-Z_syn-Z_red	GCMI	3.6690735782298214	0.01	0.5
X1-X2-Z_syn-Z_red	NPEET	6.68413281788597	0.01	0.5
X1-X2-Z_syn-Z_red	THOI	2.5421605348587035	0.01	0.5
X1-X2-Z_red	GCMI	6.404081380055592	0.01	0.6
X1-X2-Z_red	NPEET	5.585507227661349	0.01	0.6
X1-X2-Z_red	THOI	4.439552283287048	0.01	0.6
X1-X2-Z_syn	GCMI	-3.7145061002885613e-07	0.01	0.6
X1-X2-Z_syn	NPEET	0.8639506087784866	0.01	0.6
X1-X2-Z_syn	THOI	0.0002596855163574219	0.01	0.6
X1-X2-Z_syn-Z_red	GCMI	4.088583991411218	0.01	0.6
X1-X2-Z_syn-Z_red	NPEET	6.779290060809733	0.01	0.6
X1-X2-Z_syn-Z_red	THOI	2.8336289882659913	0.01	0.6
X1-X2-Z_red	GCMI	6.623535270054296	0.01	0.7
X1-X2-Z_red	NPEET	5.740053388100583	0.01	0.7
X1-X2-Z_red	THOI	4.591194581985474	0.01	0.7
X1-X2-Z_syn	GCMI	-7.739521230052948e-05	0.01	0.7
X1-X2-Z_syn	NPEET	0.9370798365456967	0.01	0.7
X1-X2-Z_syn	THOI	-5.3882598876953125e-05	0.01	0.7
X1-X2-Z_syn-Z_red	GCMI	4.40748388629824	0.01	0.7
X1-X2-Z_syn-Z_red	NPEET	6.855688748764493	0.01	0.7
X1-X2-Z_syn-Z_red	THOI	3.0528348445892335	0.01	0.7
X1-X2-Z_red	GCMI	6.815912377564656	0.01	0.8
X1-X2-Z_red	NPEET	5.8700428127030815	0.01	0.8
X1-X2-Z_red	THOI	4.724358534812927	0.01	0.8
X1-X2-Z_syn	GCMI	-7.67588202283176e-05	0.01	0.8
X1-X2-Z_syn	NPEET	0.9951918813224869	0.01	0.8
X1-X2-Z_syn	THOI	-5.3095817565917966e-05	0.01	0.8
X1-X2-Z_syn-Z_red	GCMI	4.747522455346123	0.01	0.8
X1-X2-Z_syn-Z_red	NPEET	6.926775362921416	0.01	0.8
X1-X2-Z_syn-Z_red	THOI	3.287910509109497	0.01	0.8
X1-X2-Z_red	GCMI	6.96934799720493	0.01	0.9
X1-X2-Z_red	NPEET	5.980438527368079	0.01	0.9
X1-X2-Z_red	THOI	4.830502080917358	0.01	0.9
X1-X2-Z_syn	GCMI	-1.2492059780905285e-05	0.01	0.9
X1-X2-Z_syn	NPEET	1.047326696084673	0.01	0.9
X1-X2-Z_syn	THOI	-8.678436279296875e-06	0.01	0.9
X1-X2-Z_syn-Z_red	GCMI	5.076126281772913	0.01	0.9
X1-X2-Z_syn-Z_red	NPEET	6.986524719766598	0.01	0.9
X1-X2-Z_syn-Z_red	THOI	3.517591047286987	0.01	0.9
X1-X2-Z_red	GCMI	7.114516561428078	0.01	1.0
X1-X2-Z_red	NPEET	6.085314354545484	0.01	1.0
X1-X2-Z_red	THOI	4.9322696924209595	0.01	1.0
X1-X2-Z_syn	GCMI	-9.63693701938606e-07	0.01	1.0
X1-X2-Z_syn	NPEET	1.1032153016226514	0.01	1.0
X1-X2-Z_syn	THOI	3.769397735595703e-05	0.01	1.0
X1-X2-Z_syn-Z_red	GCMI	5.328471383673319	0.01	1.0
X1-X2-Z_syn-Z_red	NPEET	7.062261100181085	0.01	1.0
X1-X2-Z_syn-Z_red	THOI	3.691336250305176	0.01	1.0
X1-X2-Z_red	GCMI	0.08918444641545871	0.1	0.01
X1-X2-Z_red	NPEET	2.1632568764325937	0.1	0.01
X1-X2-Z_red	THOI	0.06181821823120117	0.1	0.01
X1-X2-Z_syn	GCMI	0.3689597511006174	0.1	0.01
X1-X2-Z_syn	NPEET	-1.3589406866108686	0.1	0.01
X1-X2-Z_syn	THOI	0.255743670463562	0.1	0.01
X1-X2-Z_syn-Z_red	GCMI	-0.9370003948420382	0.1	0.01
X1-X2-Z_syn-Z_red	NPEET	3.782996082234064	0.1	0.01
X1-X2-Z_syn-Z_red	THOI	-0.6494794487953186	0.1	0.01
X1-X2-Z_red	GCMI	0.8427437183171975	0.1	0.1
X1-X2-Z_red	NPEET	2.6117155533433083	0.1	0.1
X1-X2-Z_red	THOI	0.5841456890106201	0.1	0.1
X1-X2-Z_syn	GCMI	0.13155944771090522	0.1	0.1
X1-X2-Z_syn	NPEET	-2.069494504194085	0.1	0.1
X1-X2-Z_syn	THOI	0.09119023084640503	0.1	0.1
X1-X2-Z_syn-Z_red	GCMI	-5.590972547798634	0.1	0.1
X1-X2-Z_syn-Z_red	NPEET	2.596756790029125	0.1	0.1
X1-X2-Z_syn-Z_red	THOI	-3.875380039215088	0.1	0.1
X1-X2-Z_red	GCMI	1.6273672798774377	0.1	0.2
X1-X2-Z_red	NPEET	3.1648446518984388	0.1	0.2
X1-X2-Z_red	THOI	1.1280049562454224	0.1	0.2
X1-X2-Z_syn	GCMI	0.04205146028635056	0.1	0.2
X1-X2-Z_syn	NPEET	-1.862469723047268	0.1	0.2
X1-X2-Z_syn	THOI	0.029148030281066894	0.1	0.2
X1-X2-Z_syn-Z_red	GCMI	-5.232017982901008	0.1	0.2
X1-X2-Z_syn-Z_red	NPEET	2.740720485112969	0.1	0.2
X1-X2-Z_syn-Z_red	THOI	-3.6265417337417603	0.1	0.2
X1-X2-Z_red	GCMI	2.165630042594273	0.1	0.3
X1-X2-Z_red	NPEET	3.5431438709276257	0.1	0.3
X1-X2-Z_red	THOI	1.5011006534099578	0.1	0.3
X1-X2-Z_syn	GCMI	0.019239340479177636	0.1	0.3
X1-X2-Z_syn	NPEET	-1.702300819956028	0.1	0.3
X1-X2-Z_syn	THOI	0.013336050510406493	0.1	0.3
X1-X2-Z_syn-Z_red	GCMI	-4.148642461609021	0.1	0.3
X1-X2-Z_syn-Z_red	NPEET	2.8851926118536997	0.1	0.3
X1-X2-Z_syn-Z_red	THOI	-2.8756885290145875	0.1	0.3
X1-X2-Z_red	GCMI	2.5667098952950593	0.1	0.4
X1-X2-Z_red	NPEET	3.8315959088446627	0.1	0.4
X1-X2-Z_red	THOI	1.7791090130805969	0.1	0.4
X1-X2-Z_syn	GCMI	0.010691922189510362	0.1	0.4
X1-X2-Z_syn	NPEET	-1.5622145851131053	0.1	0.4
X1-X2-Z_syn	THOI	0.007411885261535645	0.1	0.4
X1-X2-Z_syn-Z_red	GCMI	-3.283115068248528	0.1	0.4
X1-X2-Z_syn-Z_red	NPEET	3.0194301048472836	0.1	0.4
X1-X2-Z_syn-Z_red	THOI	-2.2757522583007814	0.1	0.4
X1-X2-Z_red	GCMI	2.8849472783742183	0.1	0.5
X1-X2-Z_red	NPEET	4.05185641155204	0.1	0.5
X1-X2-Z_red	THOI	1.999694573879242	0.1	0.5
X1-X2-Z_syn	GCMI	0.007000582504424679	0.1	0.5
X1-X2-Z_syn	NPEET	-1.4585776976080775	0.1	0.5
X1-X2-Z_syn	THOI	0.00485306978225708	0.1	0.5
X1-X2-Z_syn-Z_red	GCMI	-2.767857103336272	0.1	0.5
X1-X2-Z_syn-Z_red	NPEET	3.1272954050264694	0.1	0.5
X1-X2-Z_syn-Z_red	THOI	-1.9186048746109008	0.1	0.5
X1-X2-Z_red	GCMI	3.1409167557517064	0.1	0.6
X1-X2-Z_red	NPEET	4.232911706763771	0.1	0.6
X1-X2-Z_red	THOI	2.177120053768158	0.1	0.6
X1-X2-Z_syn	GCMI	0.004916526937056798	0.1	0.6
X1-X2-Z_syn	NPEET	-1.3720079215192285	0.1	0.6
X1-X2-Z_syn	THOI	0.003409302234649658	0.1	0.6
X1-X2-Z_syn-Z_red	GCMI	-2.254075517345898	0.1	0.6
X1-X2-Z_syn-Z_red	NPEET	3.207868921884694	0.1	0.6
X1-X2-Z_syn-Z_red	THOI	-1.562449860572815	0.1	0.6
X1-X2-Z_red	GCMI	3.356410227462026	0.1	0.7
X1-X2-Z_red	NPEET	4.387039730882395	0.1	0.7
X1-X2-Z_red	THOI	2.3264890551567077	0.1	0.7
X1-X2-Z_syn	GCMI	0.0035542714160284204	0.1	0.7
X1-X2-Z_syn	NPEET	-1.3040443294595083	0.1	0.7
X1-X2-Z_syn	THOI	0.0024645090103149413	0.1	0.7
X1-X2-Z_syn-Z_red	GCMI	-1.793102125645401	0.1	0.7
X1-X2-Z_syn-Z_red	NPEET	3.280085529944806	0.1	0.7
X1-X2-Z_syn-Z_red	THOI	-1.242796277999878	0.1	0.7
X1-X2-Z_red	GCMI	3.549716647540894	0.1	0.8
X1-X2-Z_red	NPEET	4.535010561976453	0.1	0.8
X1-X2-Z_red	THOI	2.4604797959327698	0.1	0.8
X1-X2-Z_syn	GCMI	0.002871080438829532	0.1	0.8
X1-X2-Z_syn	NPEET	-1.2290114873731353	0.1	0.8
X1-X2-Z_syn	THOI	0.0019919753074645998	0.1	0.8
X1-X2-Z_syn-Z_red	GCMI	-1.4247777686474472	0.1	0.8
X1-X2-Z_syn-Z_red	NPEET	3.3627732026615695	0.1	0.8
X1-X2-Z_syn-Z_red	THOI	-0.987459683418274	0.1	0.8
X1-X2-Z_red	GCMI	3.7169399033758714	0.1	0.9
X1-X2-Z_red	NPEET	4.648304272502126	0.1	0.9
X1-X2-Z_red	THOI	2.576390540599823	0.1	0.9
X1-X2-Z_syn	GCMI	0.0019252952778560095	0.1	0.9
X1-X2-Z_syn	NPEET	-1.1729892929037748	0.1	0.9
X1-X2-Z_syn	THOI	0.0013364553451538086	0.1	0.9
X1-X2-Z_syn-Z_red	GCMI	-1.0716194168396005	0.1	0.9
X1-X2-Z_syn-Z_red	NPEET	3.421615215871408	0.1	0.9
X1-X2-Z_syn-Z_red	THOI	-0.7431105375289917	0.1	0.9
X1-X2-Z_red	GCMI	3.8740899028033247	0.1	1.0
X1-X2-Z_red	NPEET	4.7581881592823745	0.1	1.0
X1-X2-Z_red	THOI	2.685319352149963	0.1	1.0
X1-X2-Z_syn	GCMI	0.0018401216559587263	0.1	1.0
X1-X2-Z_syn	NPEET	-1.1214666331488357	0.1	1.0
X1-X2-Z_syn	THOI	0.0012782931327819825	0.1	1.0
X1-X2-Z_syn-Z_red	GCMI	-0.6999233515928456	0.1	1.0
X1-X2-Z_syn-Z_red	NPEET	3.537390542198113	0.1	1.0
X1-X2-Z_syn-Z_red	THOI	-0.48514368534088137	0.1	1.0
X1-X2-Z_red	GCMI	0.06756464630020442	0.2	0.01
X1-X2-Z_red	NPEET	2.54497923296747	0.2	0.01
X1-X2-Z_red	THOI	0.04683243036270142	0.2	0.01
X1-X2-Z_syn	GCMI	0.36763318180013915	0.2	0.01
X1-X2-Z_syn	NPEET	-1.2441294968730674	0.2	0.01
X1-X2-Z_syn	THOI	0.2548241376876831	0.2	0.01
X1-X2-Z_syn-Z_red	GCMI	-0.626136250675673	0.2	0.01
X1-X2-Z_syn-Z_red	NPEET	3.5257754734998725	0.2	0.01
X1-X2-Z_syn-Z_red	THOI	-0.4340049743652344	0.2	0.01
X1-X2-Z_red	GCMI	0.3670147194657213	0.2	0.1
X1-X2-Z_red	NPEET	2.575000580360404	0.2	0.1
X1-X2-Z_red	THOI	0.2543954372406006	0.2	0.1
X1-X2-Z_syn	GCMI	0.27142186508472105	0.2	0.1
X1-X2-Z_syn	NPEET	-2.373836477319955	0.2	0.1
X1-X2-Z_syn	THOI	0.18813536167144776	0.2	0.1
X1-X2-Z_syn-Z_red	GCMI	-3.379404416133253	0.2	0.1
X1-X2-Z_syn-Z_red	NPEET	2.002600440069201	0.2	0.1
X1-X2-Z_syn-Z_red	THOI	-2.3424264073371885	0.2	0.1
X1-X2-Z_red	GCMI	0.8394006736711436	0.2	0.2
X1-X2-Z_red	NPEET	2.9289706989799904	0.2	0.2
X1-X2-Z_red	THOI	0.5818285703659057	0.2	0.2
X1-X2-Z_syn	GCMI	0.1335650073214886	0.2	0.2
X1-X2-Z_syn	NPEET	-2.3825622537079125	0.2	0.2
X1-X2-Z_syn	THOI	0.09258034229278564	0.2	0.2
X1-X2-Z_syn-Z_red	GCMI	-5.512459216753271	0.2	0.2
X1-X2-Z_syn-Z_red	NPEET	1.84708797700279	0.2	0.2
X1-X2-Z_syn-Z_red	THOI	-3.820949840545654	0.2	0.2
X1-X2-Z_red	GCMI	1.2769647463340321	0.2	0.3
X1-X2-Z_red	NPEET	3.240092731007112	0.2	0.3
X1-X2-Z_red	THOI	0.8851245284080506	0.2	0.3
X1-X2-Z_syn	GCMI	0.06902111494293939	0.2	0.3
X1-X2-Z_syn	NPEET	-2.2808916360144336	0.2	0.3
X1-X2-Z_syn	THOI	0.047841989994049074	0.2	0.3
X1-X2-Z_syn-Z_red	GCMI	-5.8096333982348565	0.2	0.3
X1-X2-Z_syn-Z_red	NPEET	1.9034879927828385	0.2	0.3
X1-X2-Z_syn-Z_red	THOI	-4.026887345314026	0.2	0.3
X1-X2-Z_red	GCMI	1.6249573152925207	0.2	0.4
X1-X2-Z_red	NPEET	3.4937015157879676	0.2	0.4
X1-X2-Z_red	THOI	1.1263344764709473	0.2	0.4
X1-X2-Z_syn	GCMI	0.0414395333265797	0.2	0.4
X1-X2-Z_syn	NPEET	-2.1709512796343953	0.2	0.4
X1-X2-Z_syn	THOI	0.02872394323348999	0.2	0.4
X1-X2-Z_syn-Z_red	GCMI	-5.3917473114182	0.2	0.4
X1-X2-Z_syn-Z_red	NPEET	1.9960711494933487	0.2	0.4
X1-X2-Z_syn-Z_red	THOI	-3.7372618198394774	0.2	0.4
X1-X2-Z_red	GCMI	1.921849900551429	0.2	0.5
X1-X2-Z_red	NPEET	3.6969976956759645	0.2	0.5
X1-X2-Z_red	THOI	1.3321250796318054	0.2	0.5
X1-X2-Z_syn	GCMI	0.026787218836725503	0.2	0.5
X1-X2-Z_syn	NPEET	-2.0899141801435497	0.2	0.5
X1-X2-Z_syn	THOI	0.018567872047424317	0.2	0.5
X1-X2-Z_syn-Z_red	GCMI	-4.721692920539562	0.2	0.5
X1-X2-Z_syn-Z_red	NPEET	2.0657715950707063	0.2	0.5
X1-X2-Z_syn-Z_red	THOI	-3.2727577686309814	0.2	0.5
X1-X2-Z_red	GCMI	2.167204447079281	0.2	0.6
X1-X2-Z_red	NPEET	3.872263534416363	0.2	0.6
X1-X2-Z_red	THOI	1.5021919667720796	0.2	0.6
X1-X2-Z_syn	GCMI	0.019374312751025923	0.2	0.6
X1-X2-Z_syn	NPEET	-2.00222520203814	0.2	0.6
X1-X2-Z_syn	THOI	0.013429355621337891	0.2	0.6
X1-X2-Z_syn-Z_red	GCMI	-4.132503841244076	0.2	0.6
X1-X2-Z_syn-Z_red	NPEET	2.150516414545025	0.2	0.6
X1-X2-Z_syn-Z_red	THOI	-2.864585781097412	0.2	0.6
X1-X2-Z_red	GCMI	2.3815129357365956	0.2	0.7
X1-X2-Z_red	NPEET	4.023025182145973	0.2	0.7
X1-X2-Z_red	THOI	1.6507397413253784	0.2	0.7
X1-X2-Z_syn	GCMI	0.013740440391071185	0.2	0.7
X1-X2-Z_syn	NPEET	-1.9346177993397737	0.2	0.7
X1-X2-Z_syn	THOI	0.009524703025817871	0.2	0.7
X1-X2-Z_syn-Z_red	GCMI	-3.8044279992035754	0.2	0.7
X1-X2-Z_syn-Z_red	NPEET	2.2165885143269035	0.2	0.7
X1-X2-Z_syn-Z_red	THOI	-2.637092685699463	0.2	0.7
X1-X2-Z_red	GCMI	2.5704438170920962	0.2	0.8
X1-X2-Z_red	NPEET	4.1488874659836465	0.2	0.8
X1-X2-Z_red	THOI	1.7816966414451598	0.2	0.8
X1-X2-Z_syn	GCMI	0.011573520200913779	0.2	0.8
X1-X2-Z_syn	NPEET	-1.8756369036624427	0.2	0.8
X1-X2-Z_syn	THOI	0.008022654056549072	0.2	0.8
X1-X2-Z_syn-Z_red	GCMI	-3.4176032913971603	0.2	0.8
X1-X2-Z_syn-Z_red	NPEET	2.2756388189106405	0.2	0.8
X1-X2-Z_syn-Z_red	THOI	-2.3689440727233886	0.2	0.8
X1-X2-Z_red	GCMI	2.735135676232521	0.2	0.9
X1-X2-Z_red	NPEET	4.280162742702119	0.2	0.9
X1-X2-Z_red	THOI	1.895852839946747	0.2	0.9
X1-X2-Z_syn	GCMI	0.00852887689152415	0.2	0.9
X1-X2-Z_syn	NPEET	-1.8118807983927918	0.2	0.9
X1-X2-Z_syn	THOI	0.005912649631500244	0.2	0.9
X1-X2-Z_syn-Z_red	GCMI	-2.9917340048360406	0.2	0.9
X1-X2-Z_syn-Z_red	NPEET	2.37691381658419	0.2	0.9
X1-X2-Z_syn-Z_red	THOI	-2.0737924575805664	0.2	0.9
X1-X2-Z_red	GCMI	2.885368350807471	0.2	1.0
X1-X2-Z_red	NPEET	4.379395842564422	0.2	1.0
X1-X2-Z_red	THOI	1.9999860048294067	0.2	1.0
X1-X2-Z_syn	GCMI	0.0073247554667631	0.2	1.0
X1-X2-Z_syn	NPEET	-1.7724655188296587	0.2	1.0
X1-X2-Z_syn	THOI	0.0050781846046447756	0.2	1.0
X1-X2-Z_syn-Z_red	GCMI	-2.7166364438117125	0.2	1.0
X1-X2-Z_syn-Z_red	NPEET	2.5125682645024527	0.2	1.0
X1-X2-Z_syn-Z_red	THOI	-1.8830734968185425	0.2	1.0
X1-X2-Z_red	GCMI	0.06033186132908384	0.3	0.01
X1-X2-Z_red	NPEET	2.7716174064346286	0.3	0.01
X1-X2-Z_red	THOI	0.04181902408599854	0.3	0.01
X1-X2-Z_syn	GCMI	0.3684458439170224	0.3	0.01
X1-X2-Z_syn	NPEET	-1.1666232879463563	0.3	0.01
X1-X2-Z_syn	THOI	0.2553874015808105	0.3	0.01
X1-X2-Z_syn-Z_red	GCMI	-0.5217821017298958	0.3	0.01
X1-X2-Z_syn-Z_red	NPEET	3.332139164548881	0.3	0.01
X1-X2-Z_syn-Z_red	THOI	-0.3616722345352173	0.3	0.01
X1-X2-Z_red	GCMI	0.2323281789019503	0.3	0.1
X1-X2-Z_red	NPEET	2.6702707907066245	0.3	0.1
X1-X2-Z_red	THOI	0.1610378623008728	0.3	0.1
X1-X2-Z_syn	GCMI	0.33132475787085147	0.3	0.1
X1-X2-Z_syn	NPEET	-2.4385048470277324	0.3	0.1
X1-X2-Z_syn	THOI	0.2296570658683777	0.3	0.1
X1-X2-Z_syn-Z_red	GCMI	-2.4029944190518826	0.3	0.1
X1-X2-Z_syn-Z_red	NPEET	1.7501731632822985	0.3	0.1
X1-X2-Z_syn-Z_red	THOI	-1.6656293869018555	0.3	0.1
X1-X2-Z_red	GCMI	0.5201221305750908	0.3	0.2
X1-X2-Z_red	NPEET	2.8871136229864893	0.3	0.2
X1-X2-Z_red	THOI	0.36052143573760986	0.3	0.2
X1-X2-Z_syn	GCMI	0.21663615065044767	0.3	0.2
X1-X2-Z_syn	NPEET	-2.5746005213515524	0.3	0.2
X1-X2-Z_syn	THOI	0.15016094446182252	0.3	0.2
X1-X2-Z_syn-Z_red	GCMI	-4.237771137099539	0.3	0.2
X1-X2-Z_syn-Z_red	NPEET	1.4386429084040138	0.3	0.2
X1-X2-Z_syn-Z_red	THOI	-2.93739972114563	0.3	0.2
X1-X2-Z_red	GCMI	0.8410614364549612	0.3	0.3
X1-X2-Z_red	NPEET	3.1182645856965	0.3	0.3
X1-X2-Z_red	THOI	0.5829794764518738	0.3	0.3
X1-X2-Z_syn	GCMI	0.13292259789733904	0.3	0.3
X1-X2-Z_syn	NPEET	-2.542379097625588	0.3	0.3
X1-X2-Z_syn	THOI	0.0921350359916687	0.3	0.3
X1-X2-Z_syn-Z_red	GCMI	-5.487259617944338	0.3	0.3
X1-X2-Z_syn-Z_red	NPEET	1.3971253597406057	0.3	0.3
X1-X2-Z_syn-Z_red	THOI	-3.80350546836853	0.3	0.3
X1-X2-Z_red	GCMI	1.1383235529444793	0.3	0.4
X1-X2-Z_red	NPEET	3.333542237126692	0.3	0.4
X1-X2-Z_red	THOI	0.7890255928039551	0.3	0.4
X1-X2-Z_syn	GCMI	0.08351021469721305	0.3	0.4
X1-X2-Z_syn	NPEET	-2.4748723970292437	0.3	0.4
X1-X2-Z_syn	THOI	0.057885026931762694	0.3	0.4
X1-X2-Z_syn-Z_red	GCMI	-5.8959995381918535	0.3	0.4
X1-X2-Z_syn-Z_red	NPEET	1.4312630996164286	0.3	0.4
X1-X2-Z_syn-Z_red	THOI	-4.0867839574813845	0.3	0.4
X1-X2-Z_red	GCMI	1.397735880539391	0.3	0.5
X1-X2-Z_red	NPEET	3.512067662512121	0.3	0.5
X1-X2-Z_red	THOI	0.968836498260498	0.3	0.5
X1-X2-Z_syn	GCMI	0.0563856079348124	0.3	0.5
X1-X2-Z_syn	NPEET	-2.4089366719040646	0.3	0.5
X1-X2-Z_syn	THOI	0.03908363580703735	0.3	0.5
X1-X2-Z_syn-Z_red	GCMI	-5.624787512218921	0.3	0.5
X1-X2-Z_syn-Z_red	NPEET	1.4847510798927797	0.3	0.5
X1-X2-Z_syn-Z_red	THOI	-3.898848056793213	0.3	0.5
X1-X2-Z_red	GCMI	1.6255752582590262	0.3	0.6
X1-X2-Z_red	NPEET	3.6872542075485284	0.3	0.6
X1-X2-Z_red	THOI	1.1267627835273744	0.3	0.6
X1-X2-Z_syn	GCMI	0.04085608103293179	0.3	0.6
X1-X2-Z_syn	NPEET	-2.332815210158193	0.3	0.6
X1-X2-Z_syn	THOI	0.02831944227218628	0.3	0.6
X1-X2-Z_syn-Z_red	GCMI	-5.346042822120474	0.3	0.6
X1-X2-Z_syn-Z_red	NPEET	1.5490863844507368	0.3	0.6
X1-X2-Z_syn-Z_red	THOI	-3.705530285835266	0.3	0.6
X1-X2-Z_red	GCMI	1.8300128820323387	0.3	0.7
X1-X2-Z_red	NPEET	3.816884727427003	0.3	0.7
X1-X2-Z_red	THOI	1.2684683561325074	0.3	0.7
X1-X2-Z_syn	GCMI	0.030426795336374955	0.3	0.7
X1-X2-Z_syn	NPEET	-2.2799050406036843	0.3	0.7
X1-X2-Z_syn	THOI	0.021090435981750488	0.3	0.7
X1-X2-Z_syn-Z_red	GCMI	-4.85740842327147	0.3	0.7
X1-X2-Z_syn-Z_red	NPEET	1.59375789778908	0.3	0.7
X1-X2-Z_syn-Z_red	THOI	-3.366877579689026	0.3	0.7
X1-X2-Z_red	GCMI	2.0142587734505826	0.3	0.8
X1-X2-Z_red	NPEET	3.954940315347261	0.3	0.8
X1-X2-Z_red	THOI	1.396177840232849	0.3	0.8
X1-X2-Z_syn	GCMI	0.024993841271229812	0.3	0.8
X1-X2-Z_syn	NPEET	-2.213294700962572	0.3	0.8
X1-X2-Z_syn	THOI	0.017324650287628175	0.3	0.8
X1-X2-Z_syn-Z_red	GCMI	-4.485115159339381	0.3	0.8
X1-X2-Z_syn-Z_red	NPEET	1.685309598691645	0.3	0.8
X1-X2-Z_syn-Z_red	THOI	-3.1088738441467285	0.3	0.8
X1-X2-Z_red	GCMI	2.1690483369507416	0.3	0.9
X1-X2-Z_red	NPEET	4.063952371190069	0.3	0.9
X1-X2-Z_red	THOI	1.5034700632095337	0.3	0.9
X1-X2-Z_syn	GCMI	0.01893040052861512	0.3	0.9
X1-X2-Z_syn	NPEET	-2.1744223197618675	0.3	0.9
X1-X2-Z_syn	THOI	0.013121819496154786	0.3	0.9
X1-X2-Z_syn-Z_red	GCMI	-4.187766181164529	0.3	0.9
X1-X2-Z_syn-Z_red	NPEET	1.7878890083296781	0.3	0.9
X1-X2-Z_syn-Z_red	THOI	-2.9028120279312133	0.3	0.9
X1-X2-Z_red	GCMI	2.3174292917408925	0.3	1.0
X1-X2-Z_red	NPEET	4.175548528479842	0.3	1.0
X1-X2-Z_red	THOI	1.606319797039032	0.3	1.0
X1-X2-Z_syn	GCMI	0.01576396648121836	0.3	1.0
X1-X2-Z_syn	NPEET	-2.116471680573942	0.3	1.0
X1-X2-Z_syn	THOI	0.010927259922027588	0.3	1.0
X1-X2-Z_syn-Z_red	GCMI	-3.8651005157072147	0.3	1.0
X1-X2-Z_syn-Z_red	NPEET	1.9465424627183865	0.3	1.0
X1-X2-Z_syn-Z_red	THOI	-2.6790947914123535	0.3	1.0
X1-X2-Z_red	GCMI	0.057790445915971135	0.4	0.01
X1-X2-Z_red	NPEET	2.935459068635014	0.4	0.01
